ID,STICKER,Date,Open,High,Low,Close,Adj Close,Volume,SOURCE
206,MARA,26/06/2024,19.09,20.27,19.030001,19.370001,19.370001,38602800,Yfinnce
207,MARA,27/06/2024,19.700001,20.23,19.280001,19.66,19.66,34565000,Yfinnce
208,MARA,28/06/2024,19.85,20.809999,19.469999,19.85,19.85,49591000,Yfinnce
209,MARA,01/07/2024,20.33,22.84,20.32,22.559999,22.559999,74453700,Yfinnce
210,MARA,02/07/2024,22.48,22.98,21.540001,22.120001,22.120001,47465100,Yfinnce
211,MARA,03/07/2024,21.5,21.58,20.639999,20.98,20.98,30989000,Yfinnce
212,MARA,05/07/2024,19.65,20.24,19.42,20.17,20.17,40044600,Yfinnce
213,MARA,08/07/2024,20.57,21.049999,19.209999,19.5,19.5,41156600,Yfinnce
214,MARA,09/07/2024,19.709999,19.85,18.85,19.030001,19.030001,38784300,Yfinnce
215,MARA,10/07/2024,19.209999,19.309999,18.780001,18.889999,18.889999,27531600,Yfinnce
216,MARA,11/07/2024,19.52,19.889999,18.84,19.02,19.02,40818900,Yfinnce
217,MARA,12/07/2024,19.16,20.92,19.120001,20.77,20.77,53885700,Yfinnce
218,MARA,15/07/2024,21.91,24.98,21.559999,24.58,24.58,96172800,Yfinnce
219,MARA,16/07/2024,24.25,26.790001,24.18,26.719999,26.719999,67641700,Yfinnce
220,MARA,17/07/2024,25.799999,27.299999,24.309999,25.549999,25.549999,62374800,Yfinnce
221,MARA,18/07/2024,25.99,26.17,23.360001,23.65,23.65,44289800,Yfinnce
222,MARA,19/07/2024,23.709999,25.5,23.379999,24.73,24.73,61002900,Yfinnce
223,MARA,22/07/2024,25.030001,25.559999,23.299999,23.950001,23.950001,48793600,Yfinnce
224,MARA,23/07/2024,23.5,23.57,21.5,21.65,21.65,54378400,Yfinnce
225,MARA,24/07/2024,22.030001,22.59,20.610001,20.67,20.67,36964200,Yfinnce
226,MARA,25/07/2024,20.25,21.27,19.91,20.280001,20.280001,37320600,Yfinnce
227,MARA,26/07/2024,21.57,22.139999,20.83,21.57,21.57,43781900,Yfinnce
228,MARA,29/07/2024,22.530001,22.9,20.42,20.450001,20.450001,45269200,Yfinnce
229,MARA,30/07/2024,20.59,20.959999,19.620001,19.73,19.73,27107900,Yfinnce
230,MARA,31/07/2024,20.26,20.67,19.58,19.67,19.67,31839900,Yfinnce
231,MARA,01/08/2024,19.719999,19.98,17.85,18.139999,18.139999,38813800,Yfinnce
232,MARA,02/08/2024,17.709999,18.469999,17.09,17.190001,17.190001,38866900,Yfinnce
233,MARA,05/08/2024,13.93,16.950001,13.66,16.950001,16.950001,45550600,Yfinnce
234,MARA,06/08/2024,17.379999,17.58,16.059999,17.25,17.25,29049100,Yfinnce
235,MARA,07/08/2024,17.74,17.799999,15.74,15.84,15.84,28804000,Yfinnce
236,MARA,08/08/2024,16.549999,17.67,16.1,17.389999,17.389999,34023100,Yfinnce
237,MARA,09/08/2024,17.389999,17.459999,16.709999,17.030001,17.030001,22114100,Yfinnce
